"1436919","0.708700","1.410400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","245206"
"1436920","0.722200","1.671300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","245207"
"1447030","1.041500","1.100300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","245966"
"1482953","1.028900","1.059600","NON_AGGRESSIVE_VS_CONTROL","3","1","1","286921"
"1482954","1.040800","1.099500","NON_AGGRESSIVE_VS_CONTROL","3","1","1","286922"
"1904083","0.908000","0.979400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","684148"
"1904084","0.900600","0.971400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","684149"
"1910465","1.022200",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","1","693868"
"1910466","1.037900",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","1","693869"
"1924657","0.985300","1.224200","NON_AGGRESSIVE_VS_CONTROL","3","1","1","699963"
"1924658","1.008200","1.458300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","699964"
"1996577","0.918300","0.948100","NON_AGGRESSIVE_VS_CONTROL","3","1","1","753319"
"1996578","0.914000","0.988900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","753320"
"2053287","1.013000","0.945800","NON_AGGRESSIVE_VS_CONTROL","3","1","1","831761"
"2053288","1.006500","0.919800","NON_AGGRESSIVE_VS_CONTROL","3","1","1","831762"
"2098179","1.026500","0.991600","NON_AGGRESSIVE_VS_CONTROL","3","1","1","880849"
"2098180","1.009400","0.938500","NON_AGGRESSIVE_VS_CONTROL","3","1","1","880850"
"2167151","0.929800","0.834900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","937402"
"2167152","0.921200","0.872600","NON_AGGRESSIVE_VS_CONTROL","3","1","1","937403"
"2173071","0.919100","1.054500","NON_AGGRESSIVE_VS_CONTROL","3","1","1","946234"
"2173072","0.922600","1.100200","NON_AGGRESSIVE_VS_CONTROL","3","1","1","946235"
"2188737","0.927400","0.876700","NON_AGGRESSIVE_VS_CONTROL","3","1","1","958885"
"2188738","0.919600","0.922100","NON_AGGRESSIVE_VS_CONTROL","3","1","1","958886"
"2515027","1.013800","1.068900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1264121"
"2508381","0.712600","1.296600","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1271232"
"2508382","0.723400","1.534100","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1271233"
"2550687","1.011900","1.068900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1336825"
"2550688","1.021600","1.111500","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1336826"
"2987165","0.909800","0.989800","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1735084"
"2987166","0.909200","1.038400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1735085"
"3170093","1.042300","0.979400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1747347"
"3170094","1.026600","0.939300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1747348"
"3013955","0.991500","1.125300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1778989"
"3013956","1.010000","1.347700","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1778990"
"3025743","0.923100","0.960700","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1780008"
"3025744","0.916700","0.963400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1780009"
"3239575","0.943800","0.813400","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1805714"
"3256595","0.923400","1.049900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1814972"
"3256596","0.926500","1.105900","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1814973"
"3029261","1.017400",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","1","1848179"
"3029262","1.024600",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","1","1848180"
"3265919","0.941200","0.854100","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1962177"
"3265920","0.932000","0.905000","NON_AGGRESSIVE_VS_CONTROL","3","1","1","1962178"
"3127885","1.018800","0.904800","NON_AGGRESSIVE_VS_CONTROL","3","1","1","2018071"
"3127886","1.014200","0.904800","NON_AGGRESSIVE_VS_CONTROL","3","1","1","2018072"
"1447029","1.030700","1.059600","NON_AGGRESSIVE_VS_CONTROL","3","1","1","2043783"
"2515028","1.022600","1.112700","NON_AGGRESSIVE_VS_CONTROL","3","1","1","2099781"
"3239576","0.934000","0.856300","NON_AGGRESSIVE_VS_CONTROL","3","1","1","2100367"
"1447030","0.827600","1.061600","AGGRESSIVE_VS_CONTROL","4","1","1","2349377"
"1436919","0.997700","1.187900","AGGRESSIVE_VS_CONTROL","4","1","1","2351544"
"1436920","0.999400","1.328800","AGGRESSIVE_VS_CONTROL","4","1","1","2351545"
"1482953","0.828500","1.051000","AGGRESSIVE_VS_CONTROL","4","1","1","2381319"
"1482954","0.835400","1.065100","AGGRESSIVE_VS_CONTROL","4","1","1","2381320"
"1904083","1.069500","0.864900","AGGRESSIVE_VS_CONTROL","4","1","1","2768950"
"1904084","1.067700","0.858300","AGGRESSIVE_VS_CONTROL","4","1","1","2768951"
"1924657","1.056500","1.636400","AGGRESSIVE_VS_CONTROL","4","1","1","2810821"
"1924658","1.066200","1.829700","AGGRESSIVE_VS_CONTROL","4","1","1","2810822"
"1910465","1.163800",\N,"AGGRESSIVE_VS_CONTROL","4","1","1","2832432"
"1910466","1.193900",\N,"AGGRESSIVE_VS_CONTROL","4","1","1","2832433"
"1996577","0.884400","1.029600","AGGRESSIVE_VS_CONTROL","4","1","1","2880158"
"1996578","0.888100","1.027600","AGGRESSIVE_VS_CONTROL","4","1","1","2880159"
"2053287","0.892800","1.148400","AGGRESSIVE_VS_CONTROL","4","1","1","2955655"
"2053288","0.885900","1.129800","AGGRESSIVE_VS_CONTROL","4","1","1","2955656"
"2098179","0.883700","0.990700","AGGRESSIVE_VS_CONTROL","4","1","1","2972950"
"2098180","0.886300","0.956400","AGGRESSIVE_VS_CONTROL","4","1","1","2972951"
"2173071","0.926700","0.973300","AGGRESSIVE_VS_CONTROL","4","1","1","3052187"
"2173072","0.938200","0.970000","AGGRESSIVE_VS_CONTROL","4","1","1","3052188"
"2167151","0.931000","0.957400","AGGRESSIVE_VS_CONTROL","4","1","1","3056876"
"2167152","0.938100","0.964600","AGGRESSIVE_VS_CONTROL","4","1","1","3056877"
"2188737","0.928600","0.957400","AGGRESSIVE_VS_CONTROL","4","1","1","3100253"
"2188738","0.935400","0.965200","AGGRESSIVE_VS_CONTROL","4","1","1","3100254"
"2515027","0.822100","1.061900","AGGRESSIVE_VS_CONTROL","4","1","1","3381844"
"2508381","1.013500","1.121700","AGGRESSIVE_VS_CONTROL","4","1","1","3423792"
"2508382","1.015500","1.277500","AGGRESSIVE_VS_CONTROL","4","1","1","3423793"
"2550687","0.829000","1.065700","AGGRESSIVE_VS_CONTROL","4","1","1","3428705"
"2550688","0.840200","1.086600","AGGRESSIVE_VS_CONTROL","4","1","1","3428706"
"2987165","0.884100","1.080200","AGGRESSIVE_VS_CONTROL","4","1","1","3843807"
"2987166","0.889700","1.093200","AGGRESSIVE_VS_CONTROL","4","1","1","3843808"
"3013955","1.084000","1.549300","AGGRESSIVE_VS_CONTROL","4","1","1","3857803"
"3013956","1.092400","1.756500","AGGRESSIVE_VS_CONTROL","4","1","1","3857804"
"3170093","0.894400","1.003000","AGGRESSIVE_VS_CONTROL","4","1","1","3867199"
"3170094","0.898600","0.970600","AGGRESSIVE_VS_CONTROL","4","1","1","3867200"
"3256595","0.934500","0.996600","AGGRESSIVE_VS_CONTROL","4","1","1","3893641"
"3256596","0.946000","1.006100","AGGRESSIVE_VS_CONTROL","4","1","1","3893642"
"3025743","1.071200","0.866600","AGGRESSIVE_VS_CONTROL","4","1","1","3911619"
"3025744","1.064200","0.854000","AGGRESSIVE_VS_CONTROL","4","1","1","3911620"
"3239575","0.945100","0.957300","AGGRESSIVE_VS_CONTROL","4","1","1","3929820"
"3029261","1.142800",\N,"AGGRESSIVE_VS_CONTROL","4","1","1","3931966"
"3029262","1.162500",\N,"AGGRESSIVE_VS_CONTROL","4","1","1","3931967"
"3265919","0.942500","0.957300","AGGRESSIVE_VS_CONTROL","4","1","1","4064473"
"3265920","0.949100","0.975600","AGGRESSIVE_VS_CONTROL","4","1","1","4064474"
"1447029","0.821500","1.047200","AGGRESSIVE_VS_CONTROL","4","1","1","4138462"
"3127885","0.899700","1.127600","AGGRESSIVE_VS_CONTROL","4","1","1","4146653"
"3127886","0.894400","1.107500","AGGRESSIVE_VS_CONTROL","4","1","1","4146654"
"2515028","0.832500","1.082700","AGGRESSIVE_VS_CONTROL","4","1","1","4169724"
"3852499","1.021300","0.810600","CASE_VS_CONTROL","2","1","3","4229134"
"3852500","1.020500","0.800000","CASE_VS_CONTROL","2","1","3","4229135"
"3239576","0.952000","0.974600","AGGRESSIVE_VS_CONTROL","4","1","1","4230286"
"4373809","1.003100","0.997900","CASE_VS_CONTROL","2","1","3","4366687"
"4373810","1.000500","0.985300","CASE_VS_CONTROL","2","1","3","4366688"
"4253385","0.982700",\N,"CASE_VS_CONTROL","2","1","3","4530095"
"4253386","0.995600",\N,"CASE_VS_CONTROL","2","1","3","4530096"
"3458239","1.106000","0.727400","CASE_VS_CONTROL","2","1","3","4646396"
"3458240","1.106600","0.719500","CASE_VS_CONTROL","2","1","3","4646397"
"3457161","1.108100","0.732500","CASE_VS_CONTROL","2","1","3","4655099"
"3457162","1.108600","0.726400","CASE_VS_CONTROL","2","1","3","4655100"
"3627063","1.111600","0.937500","CASE_VS_CONTROL","2","1","3","4779084"
"3627064","1.107200","0.921100","CASE_VS_CONTROL","2","1","3","4779085"
"3652362","1.088100","0.603300","CASE_VS_CONTROL","2","1","3","4838748"
"3617119","1.113700","0.937500","CASE_VS_CONTROL","2","1","3","4846578"
"3617120","1.109300","0.921500","CASE_VS_CONTROL","2","1","3","4846579"
"3721007","1.113400","0.808500","CASE_VS_CONTROL","2","1","3","4876877"
"3721008","1.117600","0.797700","CASE_VS_CONTROL","2","1","3","4876878"
"3880177","0.934300","0.706100","CASE_VS_CONTROL","2","1","3","5053838"
"3880178","0.935000","0.690700","CASE_VS_CONTROL","2","1","3","5053839"
"3893551","1.034100","0.873400","CASE_VS_CONTROL","2","1","3","5059282"
"3893552","1.038500","0.875600","CASE_VS_CONTROL","2","1","3","5059283"
"4028475","0.924500","0.983600","CASE_VS_CONTROL","2","1","3","5209714"
"4028476","0.931300","1.001400","CASE_VS_CONTROL","2","1","3","5209715"
"3652361","1.082100","0.615900","CASE_VS_CONTROL","2","1","3","5271778"
"5811461","0.709200","1.410900","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5524576"
"5811462","0.722700","1.671800","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5524577"
"5821572","1.042000","1.100800","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5525336"
"5857495","1.029400","1.060100","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5566291"
"5857496","1.041300","1.100000","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5566292"
"6278625","0.908500","0.979900","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5963518"
"6278626","0.901100","0.971900","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5963519"
"6285007","1.022700",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","4","5973238"
"6285008","1.038400",\N,"NON_AGGRESSIVE_VS_CONTROL","3","1","4","5973239"
"6299199","0.985800","1.224700","NON_AGGRESSIVE_VS_CONTROL","3","1","4","5979333"
